transaction_id,customer_id,account_type,branch_code,transaction_type,transaction_amount,transaction_date,channel,balance_after_transaction,merchant_category_code,geo_location
T100225,C11804,Current,BR-015,Deposit,26409,2024-03-13 11:29:19,Atm,353156,8741,"26.545014, 85.168813"
T100226,C10143,Savings,BR-007,Withdrawal,87555,2024-01-16 16:43:53,Mobile Banking,79278,6357,"28.943456, 81.619704"
T100227,C12130,Business,BR-014,Online Payment,63834,2024-04-16 15:50:24,Qr,275535,3823,"29.953542, 81.106967"
T100228,C10122,Savings,BR-003,Deposit,70567,2024-01-25 13:27:23,Atm,103476,2753,"27.548607, 87.572211"
T100229,C11770,Savings,BR-019,Online Payment,52762,2025-03-09 17:17:46,Internet,423117,5214,"26.382898, 83.947696"
T100230,C12753,Current,BR-009,Online Payment,98606,2023-09-14 02:19:46,Atm,383865,5362,"27.141097, 81.733495"
T100231,C11716,Business,BR-020,Transfer,12788,2025-05-02 04:47:10,Qr,98537,6732,"29.103424, 87.344636"
T100232,C10479,Savings,BR-012,Online Payment,25442,2025-02-18 10:13:21,Mobile Banking,344303,4880,"27.559961, 80.834881"
T100233,C12498,Savings,BR-009,Online Payment,37257,2024-07-15 20:55:10,Qr,462130,3422,"27.205988, 87.77114"
T100234,C11540,Business,BR-009,Withdrawal,67963,2025-01-06 15:33:07,Qr,394184,3198,"27.903208, 85.233482"
T100235,C10022,Current,BR-020,Deposit,52183,2025-05-26 13:12:05,Counter,182429,4245,"29.899668, 81.828917"
T100236,C10311,Current,BR-019,Deposit,65833,2025-04-28 20:15:27,Internet,218980,9744,"26.918647, 80.34139"
T100237,C10211,Business,BR-020,Withdrawal,89145,2023-09-21 18:05:37,Counter,432653,6394,"29.26379, 87.79822"
T100238,C12948,Savings,BR-018,Transfer,34798,2024-07-15 12:50:48,Mobile Banking,298647,8379,"28.939003, 86.206522"
T100239,C10575,Business,BR-018,Online Payment,80723,2023-12-18 13:49:03,Mobile Banking,490498,6345,"27.730429, 85.925112"
T100240,C11240,Current,BR-007,Online Payment,22771,2024-11-05 01:06:00,Qr,487675,3984,"28.37745, 85.759851"
T100241,C10425,Current,BR-013,Online Payment,25284 USD,2025-04-19 18:50:34,Counter,76403,8519,"29.144734, 81.307171"
T100242,C10301,Business,BR-009,Transfer,93484,2024-10-02 15:25:57,Mobile Banking,435474,8447,"27.021271, 86.252137"
T100243,C11759,Savings,BR-014,Transfer,42207,2024-04-20 02:47:35,Internet,427940,1700,"28.830656, 82.82064"
T100244,C11991,Savings,BR-014,Transfer,86302,2024-01-30 23:18:30,Qr,65286,4794,"29.230682, 82.630195"
T100245,C12306,Business,BR-010,Online Payment,51763,2025-01-15 22:17:18,Internet,337986,5638,"27.785727, 84.695194"
T100246,C12956,Business,BR-007,Deposit,15808,2023-10-30 03:47:27,Atm,105927,7390,"28.529201, 81.897831"
T100247,C10459,Business,BR-002,Deposit,92006,2024-06-12 19:35:37,Counter,278052,2944,"28.775897, 84.132344"
T100248,C10511,Savings,BR-008,Transfer,49911,2024-07-11 14:57:54,Internet,486833,5292,"27.810382, 83.96292"
T100249,C11972,Current,BR-001,Deposit,2911,2025-05-17 00:30:50,Qr,444842,9227,"26.838084, 83.742911"
T100250,C12675,Business,BR-012,Online Payment,56350,2025-01-11 22:38:51,Counter,300372,2749,"28.629381, 86.242836"
T100251,C10601,Current,BR-020,Deposit,72182 USD,2024-04-04 14:40:45,Mobile Banking,24386,6961,"29.695941, 81.624285"
T100252,C11991,Business,BR-008,Transfer,34854,2024-09-18 13:56:37,Atm,178826,1794,"26.316752, 82.705392"
T100253,C11141,Business,BR-004,Deposit,95842,2024-10-13 11:54:22,Internet,291446,7228,"27.608646, 85.211931"
T100254,C12251,Current,BR-004,Withdrawal,11511,2025-04-13 13:10:00,Internet,323959,6592,"28.512433, 87.668223"
T100255,C12306,Current,BR-005,Deposit,3011,2025-02-17 21:15:04,Qr,253156,6336,"28.818777, 83.593961"
T100256,C10516,Current,BR-012,Deposit,67370,2024-12-07 12:28:53,Qr,478964,1695,"27.465084, 82.597825"
T100257,C10314,Current,BR-007,Online Payment,83863,2024-04-14 05:07:57,Internet,326488,5416,"26.210436, 83.724401"
T100258,C10854,Savings,BR-009,Withdrawal,8780,2023-10-23 18:32:43,Counter,429834,8297,"26.930913, 84.568262"
T100259,C12666,Savings,BR-005,Deposit,84996,2025-03-13 03:54:58,Counter,374747,4859,"28.906718, 87.309014"
T100260,C12063,Savings,BR-015,Deposit,83979,2025-02-02 06:13:44,Internet,470450,7294,"28.545963, 84.052924"
T100261,C11274,Current,BR-016,Withdrawal,71395,2024-08-16 22:33:46,Internet,324258,2221,"29.040661, 80.014971"
T100262,C10078,Savings,BR-020,Deposit,88714,2024-08-28 04:57:59,Internet,249724,4261,"28.150624, 80.692213"
T100263,C11674,Savings,BR-009,Deposit,11211,2024-10-16 05:18:49,Counter,202202,9360,"29.828442, 84.245355"
T100264,C12135,Current,BR-011,Transfer,37604,2024-09-13 05:44:56,Atm,26525,4733,"26.007886, 87.175029"
T100265,C12626,Savings,BR-015,Deposit,1902,2024-11-02 03:43:50,Qr,80818,4482,"29.962315, 82.572778"
T100266,C11049,Business,BR-005,Withdrawal,8255,2025-01-19 18:22:01,Counter,115589,6585,"29.306976, 83.921695"
T100267,C11928,Current,BR-010,Deposit,73756,2025-04-19 03:24:56,Counter,146406,7098,"28.648077, 83.585043"
T100268,C12974,Savings,BR-003,Deposit,39484,2023-09-05 17:33:00,Atm,95715,5383,"29.837122, 84.804134"
T100269,C11694,Business,BR-018,Online Payment,47354,2023-08-05 10:16:14,Counter,194839,4634,"26.754409, 80.013013"
T100270,C12529,Current,BR-017,Withdrawal,22018,2024-06-24 11:53:28,Atm,269788,5023,"27.04385, 80.65828"
T100271,C11157,Current,BR-020,Deposit,86081,2024-03-28 18:46:34,Qr,364298,6539,"26.656078, 82.028608"
T100272,C12063,Savings,BR-012,Withdrawal,60813,2025-01-26 03:12:02,Internet,427149,8965,"27.955865, 87.069054"
T100273,C12562,Current,BR-007,Withdrawal,30406,2024-11-05 18:03:15,Mobile Banking,258438,6510,"26.707155, 85.376626"
T100274,C12081,Current,BR-015,Transfer,16746,2024-02-08 11:38:46,Counter,306613,9540,"28.769745, 84.926606"
T100275,C12848,Current,BR-016,Deposit,46943,2023-09-13 15:32:06,Qr,427903,1181,"26.279318, 83.126252"
T100276,C12255,Business,BR-002,Deposit,96701,2024-08-09 13:22:56,Mobile Banking,369753,1940,"29.538882, 86.107339"
T100277,C10065,Current,BR-018,Deposit,90835,2025-02-01 22:37:58,Atm,446872,2255,"28.671762, 87.708917"
T100278,C10733,Current,BR-018,Withdrawal,16471,2024-08-31 17:04:59,Counter,411591,7319,"27.907986, 87.601579"
T100279,C10050,Savings,BR-001,Deposit,77471,2024-12-14 00:31:52,Counter,328350,7559,"26.920972, 86.680557"
T100280,C12199,Current,BR-002,Online Payment,2149,2025-03-24 09:25:05,Qr,359606,9250,"29.931504, 80.705856"
T100281,C10352,Savings,BR-010,Deposit,31716,2025-05-07 15:18:26,Atm,168679,7520,"28.23985, 81.318011"
T100282,C12681,Current,BR-004,Online Payment,21032,2024-02-13 18:55:52,Counter,84178,7073,"28.111507, 86.430608"
T100283,C10355,Business,BR-005,Deposit,29955,2024-06-06 03:11:20,Counter,418209,2399,"26.003225, 81.872518"
T100284,C11568,Current,BR-020,Transfer,61534,2024-02-20 05:14:52,Qr,176458,6092,"29.484436, 83.024088"
T100285,C11856,Business,BR-012,Transfer,72794,2025-01-29 15:11:34,Atm,255466,1690,"26.703175, 84.118668"
T100286,C12435,Savings,BR-003,Deposit,43116,2024-05-28 13:10:19,Atm,440503,2256,"28.408892, 81.664801"
T100287,C11614,Current,BR-011,Withdrawal,7500,2023-10-10 19:54:10,Counter,87724,3726,"26.53543, 87.116573"
T100288,C10268,Business,BR-013,Withdrawal,42742,2024-10-10 18:43:55,Qr,230204,9824,"26.190754, 83.781894"
T100289,C11366,Current,BR-001,Online Payment,15251,2024-12-25 12:51:40,Counter,487524,5843,"26.43141, 84.226992"
T100290,C11707,Savings,BR-019,Deposit,51507,2024-02-06 00:29:01,Qr,97393,9703,"26.328212, 84.719247"
T100291,C10257,Business,BR-019,Online Payment,66790,2024-03-27 11:58:29,Mobile Banking,390458,7510,"28.383626, 82.157942"
T100292,C10681,Current,BR-011,Online Payment,4599,2023-12-27 09:00:25,Mobile Banking,77312,2697,"26.968347, 83.098621"
T100293,C10731,Savings,BR-013,Online Payment,6395,2024-07-17 20:57:49,Mobile Banking,492587,1047,"26.490352, 82.625669"
T100294,C10746,Savings,BR-011,Online Payment,59140,2024-12-16 20:03:07,Atm,338468,2205,"27.211787, 81.602749"
T100295,C12784,Business,BR-010,Online Payment,12283,2024-06-28 16:13:23,Counter,72196,5229,"28.707863, 87.31074"
T100296,C11683,Savings,BR-007,Transfer,29399,2024-07-16 10:49:39,Atm,71014,8392,"27.78029, 87.933409"
T100297,C10184,Business,BR-011,Withdrawal,12974,2023-09-12 02:41:30,Counter,402426,3451,"27.110192, 81.418308"
T100298,C11705,Savings,BR-005,Deposit,32811,2024-01-06 04:26:23,Counter,142994,9534,"28.935094, 81.406755"
T100299,C12082,Business,BR-004,Deposit,5639,2024-07-22 12:19:50,Atm,430505,6140,"26.506273, 84.5156"
T100300,C10651,Current,BR-004,Deposit,53451,2025-02-22 22:42:41,Counter,34340,3152,"29.798463, 85.559311"
T100301,C10426,Savings,BR-013,Deposit,61367,2024-08-01 23:23:59,Counter,302994,9459,"26.549695, 85.590133"
T100302,C10384,Current,BR-008,Deposit,48454,2024-07-07 05:08:16,Mobile Banking,451200,6405,"29.548122, 85.114674"
T100303,C10469,Business,BR-017,Deposit,2657,2024-03-07 18:21:34,Internet,497915,7709,"28.254624, 85.430847"
T100304,C12528,Business,BR-004,Withdrawal,38460,2024-02-22 11:07:15,Atm,114711,6509,"29.424417, 83.742731"
T100305,C10342,Current,BR-009,Deposit,82118,2025-04-05 14:50:10,Counter,216250,4477,"29.836075, 84.913593"
T100306,C10728,Current,BR-010,Withdrawal,2300,2023-10-10 07:06:16,Internet,12094,6290,"29.991716, 80.164866"
T100307,C10518,Current,BR-018,Online Payment,68597,2024-02-17 13:43:48,Mobile Banking,351103,7660,"28.907341, 82.74481"
T100308,C12697,Business,BR-001,Deposit,47075,2024-06-10 09:15:21,Internet,427634,7889,"29.601367, 84.646905"
T100309,C10506,Business,BR-012,Online Payment,21457,2024-08-17 02:52:09,Qr,268885,4159,"26.321327, 87.672934"
T100310,C12405,Savings,BR-020,Online Payment,77605,2025-05-12 13:32:23,Atm,112585,2104,"28.421401, 82.878822"
T100311,C12015,Savings,BR-016,Withdrawal,2969,2023-07-12 11:34:43,Mobile Banking,466590,3565,"29.273497, 85.271719"
T100312,C10991,Savings,BR-002,Transfer,61235,2024-07-13 02:25:59,Counter,385708,1113,"26.068767, 82.951716"
T100313,C10211,Business,BR-012,Transfer,50208,2023-09-02 02:27:46,Atm,69798,1304,"27.955433, 83.473029"
T100314,C10759,Savings,BR-001,Transfer,94279,2024-02-02 09:13:52,Qr,379170,9986,"27.508674, 86.305297"
T100315,C12055,Savings,BR-006,Deposit,90372,2024-09-10 13:16:17,Mobile Banking,202604,6495,"29.437073, 80.712528"
T100316,C10340,Current,BR-014,Online Payment,38567 USD,2023-06-20 21:59:00,Atm,111130,6454,"29.421424, 83.21034"
T100317,C12003,Business,BR-019,Online Payment,23428,2025-03-01 02:12:45,Mobile Banking,285308,2617,"26.846462, 83.81401"
T100318,C11979,Business,BR-020,Transfer,91512,2024-03-28 05:05:23,Counter,167667,7559,"29.19865, 87.086497"
T100319,C12195,Current,BR-015,Online Payment,86931,2025-02-10 05:39:23,Counter,31257,4786,"28.363714, 86.858049"
T100320,C11722,Current,BR-003,Online Payment,4087,2023-08-05 09:40:49,Atm,408427,6747,"29.414293, 85.545109"
T100321,C12747,Current,BR-018,Online Payment,58971,2024-05-15 03:26:58,Mobile Banking,359133,5110,"29.833653, 81.300353"
T100322,C10401,Savings,BR-015,Withdrawal,22499,2023-07-08 00:24:51,Qr,399448,8738,"28.427637, 83.325256"
T100323,C12733,Current,BR-019,Withdrawal,46314,2024-11-19 13:46:23,Mobile Banking,461969,6273,"26.95536, 81.041816"
T100324,C10920,Business,BR-019,Transfer,99622,2024-11-17 10:20:27,Qr,53691,4273,"27.920269, 82.086042"
T100325,C10103,Savings,BR-018,Withdrawal,86516,2024-06-05 07:16:18,Counter,483981,6212,"27.100959, 84.433805"
T100326,C10025,Business,BR-011,Deposit,70371,2024-10-25 22:09:05,Qr,80768,9745,"27.285618, 80.764738"
T100327,C10213,Savings,BR-007,Online Payment,44164,2024-09-30 07:19:25,Atm,419829,4643,"28.822396, 87.990461"
T100328,C10006,Current,BR-008,Withdrawal,70191,2024-04-20 09:56:28,Internet,15026,7872,"28.071198, 81.364262"
T100329,C12570,Savings,BR-013,Deposit,40918,2024-04-19 21:04:36,Counter,447751,2219,"29.843604, 80.45749"
T100330,C10668,Savings,BR-020,Online Payment,45625,2023-09-12 14:22:56,Internet,226162,6472,"28.466542, 84.86721"
T100331,C11276,Savings,BR-016,Withdrawal,19930,2024-11-07 03:56:45,Qr,294052,1489,"27.446518, 81.055323"
T100332,C10023,Business,BR-016,Deposit,17529,2024-10-20 10:17:27,Internet,446329,9848,"29.218583, 85.563504"
T100333,C12087,Savings,BR-015,Online Payment,6993,2024-06-02 13:01:33,Counter,20610,9997,"29.002538, 86.84199"
T100334,C10039,Business,BR-019,Deposit,80009,2023-06-17 19:26:08,Mobile Banking,178718,8465,"26.027047, 83.109441"
T100335,C12454,Business,BR-010,Transfer,47433,2024-04-21 13:09:38,Internet,499357,2431,"29.735331, 85.016823"
T100336,C10981,Current,BR-019,Withdrawal,3536,2024-01-06 21:15:34,Qr,326329,5214,"28.216788, 85.509418"
T100337,C12533,Business,BR-018,Online Payment,74390,2024-01-05 14:31:44,Atm,335711,7453,"27.99796, 84.357332"
T100338,C10716,Current,BR-005,Transfer,76313,2023-12-09 10:12:04,Qr,179646,6963,"27.897815, 81.69199"
T100339,C12317,Savings,BR-018,Deposit,5995,2025-04-22 01:52:42,Internet,223123,2901,"26.651584, 82.52312"
T100340,C11149,Business,BR-015,Withdrawal,19838,2023-10-17 00:54:50,Atm,496236,5770,"29.385076, 82.984573"
T100341,C12104,Business,BR-015,Deposit,30846,2024-09-01 04:52:19,Internet,299326,4969,"28.155179, 85.818142"
T100342,C12571,Current,BR-011,Deposit,49477,2024-05-10 02:05:25,Counter,379280,5174,"26.108761, 84.894605"
T100343,C11877,Business,BR-005,Deposit,48504,2024-07-08 18:51:21,Qr,394786,6791,"28.264117, 80.347411"
T100344,C11860,Current,BR-018,Deposit,54145,2023-07-23 04:52:23,Counter,492006,2735,"26.888026, 80.908477"
T100345,C11585,Business,BR-019,Withdrawal,97988,2024-07-12 14:44:10,Internet,20288,8943,"29.957602, 86.634533"
T100346,C12229,Savings,BR-008,Transfer,39890,2024-02-28 21:32:01,Qr,341968,2397,"29.49387, 86.584138"
T100347,C10103,Current,BR-018,Deposit,5700,2025-03-06 03:47:06,Mobile Banking,424093,4219,"27.314328, 87.758368"
T100348,C12240,Current,BR-005,Online Payment,94760,2023-09-17 15:53:41,Internet,85425,9820,"29.726016, 83.215444"
T100349,C11421,Current,BR-012,Withdrawal,93279,2024-04-09 04:45:02,Qr,1917,8579,"27.499029, 80.580594"
T100350,C10140,Current,BR-010,Online Payment,40864,2024-09-30 19:58:26,Qr,338746,6863,"28.302154, 80.760647"
T100351,C11174,Savings,BR-014,Deposit,74643,2024-10-03 17:37:14,Atm,489256,9428,"27.792574, 87.26875"
T100352,C11509,Business,BR-016,Transfer,45814,2023-09-11 03:16:30,Qr,327719,6811,"26.23208, 85.40851"
T100353,C12925,Current,BR-006,Transfer,56935,2023-08-19 01:23:47,Atm,335662,7836,"28.064101, 85.274607"
T100354,C12490,Business,BR-004,Transfer,73844,2024-11-05 09:52:02,Qr,254187,9350,"28.871509, 81.59443"
T100355,C11686,Savings,BR-014,Withdrawal,56591,2024-02-17 08:36:22,Counter,40104,6446,"27.413561, 84.080335"
T100356,C12572,Current,BR-015,Withdrawal,18689,2025-03-22 05:23:23,Atm,150134,3309,"28.608896, 85.715663"
T100357,C11492,Business,BR-014,Online Payment,43584,2024-05-26 06:04:04,Internet,280143,8899,"26.395429, 82.500784"
T100358,C12641,Business,BR-001,Withdrawal,83089,2024-06-15 12:48:49,Counter,263091,3548,"29.762279, 87.783815"
T100359,C10405,Savings,BR-016,Deposit,36312,2024-08-19 22:20:28,Mobile Banking,456061,6799,"28.508598, 81.943128"
T100360,C12570,Current,BR-008,Online Payment,43625,2025-02-06 13:23:02,Mobile Banking,404157,8997,"28.202713, 86.234905"
T100361,C12057,Savings,BR-007,Withdrawal,47302,2024-01-15 12:23:18,Qr,62169,5926,"26.563, 84.043463"
T100362,C10146,Business,BR-004,Deposit,32735,2024-03-10 15:06:48,Counter,155542,9725,"27.837689, 82.87492"
T100363,C10380,Savings,BR-016,Deposit,63308,2023-11-04 13:03:15,Qr,130744,5806,"29.063203, 81.824177"
T100364,C10122,Business,BR-001,Transfer,33928,2024-09-29 08:51:32,Qr,373828,8404,"28.24754, 86.943008"
T100365,C11404,Current,BR-008,Withdrawal,18811,2024-04-23 17:23:00,Internet,60821,8282,"28.004709, 83.844764"
T100366,C11644,Business,BR-005,Transfer,3520,2023-05-30 16:17:55,Counter,218741,1394,"27.168264, 82.033992"
T100367,C10798,Business,BR-018,Deposit,96852,2023-11-14 22:54:02,Atm,250265,1001,"29.064311, 80.922276"
T100368,C11127,Business,BR-015,Transfer,401,2024-06-22 14:08:07,Mobile Banking,438651,2971,"29.648317, 86.024568"
T100369,C12781,Current,BR-014,Online Payment,45336,2024-08-20 00:23:55,Counter,398745,8952,"29.127016, 87.419856"
T100370,C12110,Savings,BR-007,Transfer,66335,2024-06-06 16:59:01,Mobile Banking,215127,6910,"27.969858, 87.436672"
T100371,C11138,Current,BR-019,Withdrawal,54340,2024-03-14 21:48:00,Mobile Banking,275336,1552,"26.749434, 82.292297"
T100372,C11809,Savings,BR-010,Deposit,65826,2024-12-09 07:34:30,Qr,337246,8528,"28.592291, 80.862552"
T100373,C10982,Business,BR-002,Deposit,10592,2023-12-08 19:48:49,Atm,204834,6897,"28.226351, 85.460592"
T100374,C11540,Current,BR-009,Deposit,6202,2023-12-03 16:55:04,Mobile Banking,235538,6832,"29.289114, 87.178049"
T100375,C11152,Savings,BR-018,Online Payment,50436,2024-10-09 22:13:43,Atm,378038,8634,"29.639903, 87.469205"
T100376,C12969,Savings,BR-020,Withdrawal,85414,2024-02-19 08:49:52,Mobile Banking,87795,1586,"29.102996, 84.993441"
T100377,C10061,Business,BR-010,Deposit,26741,2023-07-14 22:13:32,Internet,166159,4160,"29.187975, 80.184313"
T100378,C11687,Current,BR-015,Online Payment,34684,2024-10-08 22:05:02,Counter,329821,6032,"26.390605, 86.128347"
T100379,C12007,Savings,BR-014,Transfer,32845,2023-06-22 17:35:15,Atm,136699,9237,"26.007477, 87.459937"
T100380,C10346,Current,BR-008,Withdrawal,23193,2024-02-24 05:46:33,Internet,450757,9459,"28.331478, 87.907238"
T100381,C12151,Current,BR-007,Transfer,66205,2024-06-15 10:00:43,Mobile Banking,244877,6813,"28.348897, 84.852661"
T100382,C12277,Current,BR-013,Online Payment,51985,2023-09-28 22:23:00,Counter,200298,6412,"28.581089, 86.670916"
T100383,C10936,Business,BR-001,Online Payment,36731,2024-04-21 05:04:26,Qr,499843,6582,"27.398025, 80.870128"
T100384,C11711,Savings,BR-001,Transfer,73091,2025-02-05 18:58:23,Internet,397471,4977,"29.860917, 81.580553"
T100385,C11271,Current,BR-020,Transfer,4114,2024-11-27 08:30:51,Counter,189505,5361,"27.434347, 82.642164"
T100386,C11092,Current,BR-011,Withdrawal,11193,2024-04-28 06:26:05,Internet,137285,2440,"29.041039, 80.590379"
T100387,C10771,Current,BR-008,Deposit,18170,2025-05-11 00:21:15,Mobile Banking,103412,8254,"29.123041, 86.397782"
T100388,C11043,Business,BR-003,Online Payment,35877,2025-02-21 10:47:54,Mobile Banking,20404,1278,"29.644801, 81.962526"
T100389,C12790,Current,BR-009,Deposit,57058,2023-12-21 11:20:52,Atm,117545,1998,"28.961684, 83.558349"
T100390,C10883,Current,BR-013,Withdrawal,82174,2024-03-06 00:08:44,Atm,419596,1747,"28.969698, 80.333846"
T100391,C11640,Savings,BR-005,Withdrawal,10829,2023-10-19 15:24:29,Mobile Banking,223128,9935,"29.92717, 87.326913"
T100392,C12899,Savings,BR-012,Deposit,99813,2024-08-02 10:17:35,Qr,151245,9847,"28.907997, 80.268652"
T100393,C12605,Current,BR-012,Online Payment,45117,2024-12-25 02:22:06,Counter,185099,6502,"28.892067, 81.843582"
T100394,C12073,Current,BR-018,Transfer,66420,2023-06-11 18:20:07,Qr,287133,2899,"28.284233, 85.100958"
T100395,C12345,Business,BR-018,Online Payment,27851,2023-12-30 14:55:14,Mobile Banking,262657,6362,"27.783877, 87.407937"
T100396,C11621,Savings,BR-006,Withdrawal,78169,2024-09-18 04:02:36,Internet,371250,4856,"28.872348, 82.253884"
T100397,C12264,Current,BR-018,Online Payment,54848,2025-01-01 22:29:56,Qr,287663,2529,"29.978261, 85.35567"
T100398,C12351,Current,BR-013,Online Payment,5901,2023-11-28 03:09:45,Atm,257875,4670,"29.277131, 86.300201"
T100399,C11130,Current,BR-020,Online Payment,19290,2025-04-17 06:59:18,Mobile Banking,285583,2718,"26.411726, 82.692689"
T100400,C11031,Current,BR-003,Transfer,49789,2024-03-23 19:28:06,Mobile Banking,381714,4651,"26.420135, 83.373263"
T100401,C11414,Current,BR-017,Deposit,51093,2024-02-10 15:49:32,Internet,471165,9226,"27.600526, 86.403385"
T100402,C10002,Business,BR-018,Online Payment,29692,2024-12-02 15:09:44,Counter,15995,4850,"26.158268, 81.917448"
T100403,C11770,Savings,BR-001,Transfer,10747,2024-12-04 03:38:05,Counter,24559,6301,"27.562473, 83.862991"
T100404,C10468,Business,BR-017,Withdrawal,8816,2024-04-25 23:24:26,Atm,352193,6371,"28.466398, 81.062818"
T100405,C12524,Savings,BR-006,Online Payment,88991,2025-02-16 13:54:05,Mobile Banking,399237,9093,"27.327038, 86.632051"
T100406,C10564,Current,BR-010,Deposit,87645,2024-04-06 12:46:08,Internet,99000,5918,"29.882341, 81.256841"
T100407,C11208,Business,BR-013,Online Payment,90012,2024-10-29 05:52:44,Atm,153191,6185,"29.926161, 80.217711"
T100408,C12944,Business,BR-003,Withdrawal,70416,2023-12-21 00:04:58,Atm,445755,9862,"28.649731, 82.13341"
T100409,C10182,Savings,BR-011,Online Payment,2468,2024-07-18 11:43:05,Counter,489051,6895,"27.68121, 85.279678"
T100410,C10014,Current,BR-020,Online Payment,77675 USD,2025-03-24 11:29:06,Internet,302494,2188,"26.289041, 82.163321"
T100411,C12816,Business,BR-012,Online Payment,6755,2024-02-09 10:25:16,Qr,440439,7847,"26.700116, 82.634886"
